listing_id,total_reviews,vibe_tags
1.14244E+18,58,Cozy & Homey | Fully Equipped | Responsive & Clear | Historic Charm | Exceptional Host
1.14281E+18,4,Spacious & Bright | Highly Walkable
1.14282E+18,6,Climate Comfort | Above & Beyond | Fully Equipped
1.14282E+18,2,Prime Location | Cozy & Homey
1.14285E+18,3,Climate Comfort | Fully Equipped | Cozy & Homey
1.14489E+18,55,Fully Equipped | Cozy & Homey | Responsive & Clear | Spotless & Pristine | Prime Location
1.14508E+18,13,Outdoor Oasis | Responsive & Clear | Spotless & Pristine | Fully Equipped | Cozy & Homey
1.15008E+18,5,Responsive & Clear | Cozy & Homey | Highly Walkable
1.15044E+18,1,Spotless & Pristine | Exceptional Host | Responsive & Clear
1.15201E+18,5,Cozy & Homey | Exceptional Host | Spacious & Bright | Responsive & Clear | Fully Equipped
1.15222E+18,40,Cozy & Homey | Responsive & Clear | Exceptional Host | Prime Location | Modern & Updated
1.15463E+18,41,Responsive & Clear | Exceptional Host | Cozy & Homey | Prime Location | Fully Equipped
1.15576E+18,1,Safe & Quiet | Cozy & Homey | Spacious & Bright | Modern & Updated
1.1592E+18,54,Cozy & Homey | Spotless & Pristine | Responsive & Clear | Spacious & Bright | Modern & Updated
1.16075E+18,25,Cozy & Homey | Spacious & Bright | Responsive & Clear | Climate Comfort | Artistic & Curated
1.16104E+18,77,Fully Equipped | Cozy & Homey | Responsive & Clear | Highly Walkable | Spacious & Bright
1.1638E+18,17,Cozy & Homey | Fully Equipped | Spotless & Pristine | Spacious & Bright | Prime Location
1.16667E+18,29,Cozy & Homey | Exceptional Host | Prime Location | Modern & Updated | Spotless & Pristine
1.16693E+18,2,Safe & Quiet | Cozy & Homey | Responsive & Clear | Climate Comfort
1.17026E+18,1,Highly Walkable | Cozy & Homey | Spotless & Pristine | Modern & Updated | Exceptional Host
1.17105E+18,45,Exceptional Host | Responsive & Clear | Fully Equipped | Cozy & Homey | Spotless & Pristine
1.17885E+18,3,General Stay
1.17903E+18,6,Highly Walkable | Climate Comfort | Fully Equipped
1.17991E+18,1,General Stay
1.18108E+18,1,Prime Location | Exceptional Host | Responsive & Clear
1.18632E+18,12,Responsive & Clear | Cozy & Homey | Value for Money | Prime Location | Historic Charm
1.18689E+18,10,Fully Equipped | Cozy & Homey | Spacious & Bright | Exceptional Host | Responsive & Clear
1.18702E+18,12,Cozy & Homey | Exceptional Host | Responsive & Clear | Value for Money | Climate Comfort
1.18765E+18,8,Responsive & Clear
1.18765E+18,18,Cozy & Homey | Responsive & Clear | Exceptional Host | Spotless & Pristine | Modern & Updated
1.18765E+18,9,Exceptional Host | Responsive & Clear | Cozy & Homey | Spotless & Pristine | Value for Money
1.18766E+18,7,Prime Location | Spotless & Pristine | Exceptional Host
1.18836E+18,4,Responsive & Clear | Cozy & Homey
1.18839E+18,14,Exceptional Host | Responsive & Clear | Prime Location | Cozy & Homey | Fully Equipped
1.18843E+18,3,Exceptional Host
1.19245E+18,1,Exceptional Host
1.19344E+18,12,Fully Equipped | Climate Comfort | Exceptional Host | Prime Location
1.19479E+18,1,Exceptional Host
1.1948E+18,1,General Stay
1.19709E+18,3,General Stay
1.19714E+18,2,Prime Location | Cozy & Homey | Responsive & Clear | Fully Equipped | Spacious & Bright
1.19726E+18,1,Cozy & Homey | Exceptional Host
1.19727E+18,1,Responsive & Clear
1.19997E+18,45,Highly Walkable | Responsive & Clear | Cozy & Homey | Prime Location | Fully Equipped
1.20574E+18,17,Cozy & Homey | Responsive & Clear | Prime Location | Spotless & Pristine | Highly Walkable
1.20895E+18,15,Historic Charm | Exceptional Host | Cozy & Homey | Spotless & Pristine | Responsive & Clear
1.20927E+18,1,Exceptional Host
1.21151E+18,1,Prime Location | Cozy & Homey
1.2123E+18,8,Transit Friendly | Cozy & Homey | Exceptional Host | Responsive & Clear
1.21304E+18,5,Cozy & Homey | Fully Equipped
1.21387E+18,4,Responsive & Clear | Highly Walkable
1.21613E+18,48,Cozy & Homey | Responsive & Clear | Exceptional Host | Fully Equipped | Spotless & Pristine
1.21661E+18,21,Cozy & Homey | Prime Location | Exceptional Host | Responsive & Clear | Spotless & Pristine
1.21732E+18,3,General Stay
1.22029E+18,5,Climate Comfort
1.22363E+18,5,Exceptional Host | Cozy & Homey | Modern & Updated | Responsive & Clear | Climate Comfort
1.22604E+18,4,Responsive & Clear | Prime Location | Fully Equipped | Cozy & Homey | Spotless & Pristine
1.22709E+18,42,Cozy & Homey | Prime Location | Responsive & Clear | Highly Walkable | Spotless & Pristine
1.22915E+18,5,Prime Location | Highly Walkable | Exceptional Host | Responsive & Clear
1.23148E+18,4,Exceptional Host | Prime Location | Responsive & Clear | Fully Equipped
1.23196E+18,40,Responsive & Clear | Cozy & Homey | Exceptional Host | Fully Equipped | Prime Location
1.23294E+18,6,Prime Location | Fully Equipped | Exceptional Host | Responsive & Clear | Spotless & Pristine
1.23348E+18,23,Cozy & Homey | Fully Equipped | Spotless & Pristine | Responsive & Clear | Outdoor Oasis
1.23773E+18,56,Cozy & Homey | Prime Location | Responsive & Clear | Highly Walkable | Outdoor Oasis
1.23852E+18,11,Responsive & Clear | Spotless & Pristine | Cozy & Homey | Fully Equipped | Outdoor Oasis
1.24367E+18,2,General Stay
1.24447E+18,3,General Stay
1.24655E+18,16,Responsive & Clear | Cozy & Homey | Exceptional Host | Spacious & Bright | Spotless & Pristine
1.24827E+18,5,Responsive & Clear | Cozy & Homey
1.24932E+18,3,Responsive & Clear | Exceptional Host
1.24988E+18,2,Responsive & Clear | Highly Walkable | Artistic & Curated | Fully Equipped
1.25001E+18,1,Prime Location | Spotless & Pristine | Fully Equipped
1.25102E+18,51,Cozy & Homey | Responsive & Clear | Exceptional Host | Fully Equipped | Prime Location
1.25209E+18,2,General Stay
1.25391E+18,55,Cozy & Homey | Highly Walkable | Historic Charm | Prime Location | Fully Equipped
1.25424E+18,7,Cozy & Homey
1.2543E+18,7,Responsive & Clear
1.25459E+18,9,Prime Location | Responsive & Clear | Spacious & Bright | Fully Equipped
1.25464E+18,3,Responsive & Clear
1.25495E+18,5,Exceptional Host | Responsive & Clear
1.25499E+18,9,Spotless & Pristine | Exceptional Host | Value for Money | Prime Location
1.25803E+18,3,Cozy & Homey | Responsive & Clear
1.25822E+18,2,Cozy & Homey | Fully Equipped | Prime Location
1.25822E+18,1,General Stay
1.25822E+18,3,Prime Location | Modern & Updated | Exceptional Host | Responsive & Clear | Fully Equipped
1.25822E+18,5,Cozy & Homey | Prime Location | Safe & Quiet | Spacious & Bright | Fully Equipped
1.25822E+18,2,Climate Comfort
1.25962E+18,3,Prime Location
1.25968E+18,1,Responsive & Clear
1.26387E+18,17,Fully Equipped | Responsive & Clear | Climate Comfort | Spotless & Pristine | Spacious & Bright
1.26453E+18,6,Prime Location | Transit Friendly | Cozy & Homey | Exceptional Host | Fully Equipped
1.26456E+18,4,Cozy & Homey | Exceptional Host | Modern & Updated | Fully Equipped | Prime Location
1.26457E+18,7,Responsive & Clear | Cozy & Homey
1.26458E+18,5,Prime Location | Exceptional Host | Climate Comfort
1.26459E+18,2,General Stay
1.26461E+18,4,Spotless & Pristine | Outdoor Oasis
1.26521E+18,2,Highly Walkable | Prime Location | Exceptional Host
1.26546E+18,14,Prime Location | Spotless & Pristine | Exceptional Host | Highly Walkable | Above & Beyond
1.26823E+18,34,Exceptional Host | Cozy & Homey | Spotless & Pristine | Highly Walkable | Responsive & Clear
1.26908E+18,14,Exceptional Host | Cozy & Homey | Responsive & Clear | Fully Equipped | Spotless & Pristine
1.26983E+18,6,General Stay
1.27334E+18,11,Prime Location | Cozy & Homey | Fully Equipped | Safe & Quiet | Modern & Updated
1.27457E+18,4,Prime Location | Exceptional Host
1.28142E+18,55,Exceptional Host | Cozy & Homey | Prime Location | Spotless & Pristine | Responsive & Clear
1.28154E+18,2,Spotless & Pristine
1.28157E+18,6,Safe & Quiet | Cozy & Homey | Spotless & Pristine | Fully Equipped
1.28348E+18,1,Prime Location
1.2848E+18,111,Cozy & Homey | Spotless & Pristine | Responsive & Clear | Prime Location | Fully Equipped
1.28549E+18,31,Cozy & Homey | Highly Walkable | Exceptional Host | Responsive & Clear | Prime Location
1.28911E+18,13,Cozy & Homey | Modern & Updated | Responsive & Clear | Prime Location | Spotless & Pristine
1.28914E+18,4,Exceptional Host | Responsive & Clear | Outdoor Oasis
1.29077E+18,8,Exceptional Host | Cozy & Homey | Spacious & Bright | Highly Walkable | Value for Money
1.29272E+18,15,Modern & Updated | Fully Equipped | Highly Walkable | Exceptional Host | Cozy & Homey
1.29491E+18,39,Prime Location | Cozy & Homey | Responsive & Clear | Fully Equipped | Spotless & Pristine
1.29743E+18,9,Responsive & Clear | Highly Walkable | Prime Location | Outdoor Oasis | Safe & Quiet
1.29805E+18,1,General Stay
1.30069E+18,41,Cozy & Homey | Work-Friendly | Fully Equipped | Spotless & Pristine | Highly Walkable
1.30144E+18,1,Prime Location | Fully Equipped
1.30186E+18,3,Spotless & Pristine | Historic Charm
1.30187E+18,2,Fully Equipped | Exceptional Host | Cozy & Homey
1.30292E+18,1,General Stay
1.30396E+18,31,Cozy & Homey | Responsive & Clear | Prime Location | Exceptional Host | Outdoor Oasis
1.30397E+18,8,Prime Location | Fully Equipped | Exceptional Host | Cozy & Homey | Spotless & Pristine
1.30469E+18,2,Responsive & Clear
1.30582E+18,27,Prime Location | Responsive & Clear | Spotless & Pristine | Cozy & Homey | Fully Equipped
1.30588E+18,12,Exceptional Host | Responsive & Clear | Cozy & Homey | Artistic & Curated | Above & Beyond
1.31081E+18,1,Responsive & Clear
1.31098E+18,3,Safe & Quiet | Spotless & Pristine
1.3124E+18,16,Cozy & Homey | Outdoor Oasis | Prime Location | Exceptional Host | Pet Friendly
1.31376E+18,1,General Stay
1.3148E+18,5,Responsive & Clear | Cozy & Homey | Exceptional Host | Highly Walkable
1.32037E+18,83,Spacious & Bright | Cozy & Homey | Responsive & Clear | Spotless & Pristine | Prime Location
1.32037E+18,86,Prime Location | Cozy & Homey | Fully Equipped | Spacious & Bright | Spotless & Pristine
1.32255E+18,25,Cozy & Homey | Outdoor Oasis | Spotless & Pristine | Exceptional Host | Fully Equipped
1.32384E+18,3,Spotless & Pristine | Modern & Updated | Fully Equipped | Exceptional Host
1.32936E+18,3,Cozy & Homey | Spotless & Pristine | Exceptional Host | Responsive & Clear
1.33291E+18,19,Cozy & Homey | Fully Equipped | Responsive & Clear | Highly Walkable | Exceptional Host
1.33346E+18,2,Fully Equipped
1.33431E+18,4,Cozy & Homey | Responsive & Clear | Historic Charm | Highly Walkable | Prime Location
1.33485E+18,12,Spotless & Pristine | Highly Walkable | Prime Location | Responsive & Clear | Fully Equipped
1.33596E+18,10,Cozy & Homey | Responsive & Clear | Exceptional Host | Fully Equipped | Highly Walkable
1.33675E+18,8,Spotless & Pristine | Cozy & Homey | Responsive & Clear | Safe & Quiet
1.34099E+18,35,Exceptional Host | Cozy & Homey | Responsive & Clear | Highly Walkable | Prime Location
1.34228E+18,32,Cozy & Homey | Spotless & Pristine | Exceptional Host | Responsive & Clear | Fully Equipped
1.34311E+18,2,Prime Location
1.34423E+18,1,Cozy & Homey | Responsive & Clear
1.34495E+18,2,Historic Charm | Spotless & Pristine | Exceptional Host
1.34517E+18,1,General Stay
1.34524E+18,3,Fully Equipped | Cozy & Homey | Spotless & Pristine | Climate Comfort | Outdoor Oasis
1.34652E+18,8,Cozy & Homey | Fully Equipped | Responsive & Clear | Spotless & Pristine | Exceptional Host
1.34674E+18,18,Responsive & Clear | Cozy & Homey | Exceptional Host | Prime Location | Spotless & Pristine
1.34724E+18,4,Highly Walkable | Prime Location | Exceptional Host | Above & Beyond | Value for Money
1.34729E+18,3,Cozy & Homey | Responsive & Clear
1.34729E+18,41,Cozy & Homey | Spotless & Pristine | Prime Location | Exceptional Host | Responsive & Clear
1.34735E+18,9,Responsive & Clear | Exceptional Host | Cozy & Homey | Highly Walkable | Prime Location
1.34735E+18,4,Climate Comfort | Spacious & Bright
1.35027E+18,1,General Stay
1.35028E+18,3,Fully Equipped | Responsive & Clear | Cozy & Homey | Spacious & Bright | Climate Comfort
1.35079E+18,4,Fully Equipped | Cozy & Homey | Responsive & Clear | Highly Walkable | Outdoor Oasis
1.35097E+18,2,Responsive & Clear | Highly Walkable | Historic Charm | Cozy & Homey | Spotless & Pristine
1.35102E+18,1,General Stay
1.35279E+18,2,Prime Location | Cozy & Homey
1.3537E+18,27,Prime Location | Highly Walkable | Cozy & Homey | Fully Equipped | Exceptional Host
1.35372E+18,28,Spotless & Pristine | Cozy & Homey | Responsive & Clear | Modern & Updated | Fully Equipped
1.35586E+18,1,Cozy & Homey
1.35802E+18,20,Cozy & Homey | Responsive & Clear | Prime Location | Fully Equipped | Spacious & Bright
1.35951E+18,77,Cozy & Homey | Fully Equipped | Prime Location | Spacious & Bright | Spotless & Pristine
1.35965E+18,24,Exceptional Host | Cozy & Homey | Responsive & Clear | Highly Walkable | Spotless & Pristine
1.36262E+18,1,Cozy & Homey | Spacious & Bright | Exceptional Host
1.36399E+18,3,Cozy & Homey | Responsive & Clear | Highly Walkable | Historic Charm | Spacious & Bright
1.36455E+18,1,Spotless & Pristine | Exceptional Host
1.36477E+18,63,Cozy & Homey | Prime Location | Spotless & Pristine | Exceptional Host | Fully Equipped
1.36689E+18,4,Exceptional Host | Spotless & Pristine | Responsive & Clear | Cozy & Homey
1.36962E+18,1,General Stay
1.37036E+18,2,Exceptional Host | Climate Comfort
1.37041E+18,3,Prime Location | Modern & Updated | Responsive & Clear | Exceptional Host
1.37042E+18,5,Cozy & Homey | Spotless & Pristine | Modern & Updated | Responsive & Clear | Exceptional Host
1.37062E+18,6,Cozy & Homey | Spacious & Bright
1.37102E+18,26,Cozy & Homey | Prime Location | Fully Equipped | Spotless & Pristine | Spacious & Bright
1.37283E+18,15,Responsive & Clear | Cozy & Homey | Spotless & Pristine | Fully Equipped | Modern & Updated
1.37454E+18,29,Cozy & Homey | Fully Equipped | Spacious & Bright | Spotless & Pristine | Prime Location
1.37744E+18,11,Exceptional Host | Cozy & Homey | Prime Location | Fully Equipped | Responsive & Clear
1.38121E+18,17,Cozy & Homey | Spotless & Pristine | Exceptional Host | Responsive & Clear | Highly Walkable
1.38121E+18,10,Cozy & Homey | Prime Location | Spotless & Pristine | Safe & Quiet | Highly Walkable
1.38121E+18,19,Prime Location | Spotless & Pristine | Cozy & Homey | Highly Walkable | Exceptional Host
1.38341E+18,27,Exceptional Host | Cozy & Homey | Responsive & Clear | Safe & Quiet | Spotless & Pristine
1.38387E+18,6,Spacious & Bright | Highly Walkable | Prime Location | Cozy & Homey | Responsive & Clear
1.38608E+18,2,Cozy & Homey
1.3863E+18,37,Cozy & Homey | Responsive & Clear | Exceptional Host | Highly Walkable | Spotless & Pristine
1.39444E+18,4,Cozy & Homey | Exceptional Host | Spacious & Bright | Responsive & Clear | Fully Equipped
1.39935E+18,20,Fully Equipped | Historic Charm | Spotless & Pristine | Highly Walkable | Modern & Updated
1.39941E+18,1,General Stay
1.39956E+18,5,Spacious & Bright
1.40108E+18,9,Responsive & Clear | Cozy & Homey | Exceptional Host | Prime Location | Above & Beyond
1.40166E+18,22,Cozy & Homey | Responsive & Clear | Highly Walkable | Spotless & Pristine | Prime Location
1.405E+18,1,Exceptional Host
1.40505E+18,18,Exceptional Host | Cozy & Homey | Responsive & Clear | Historic Charm | Outdoor Oasis
1.40902E+18,2,Cozy & Homey | Spacious & Bright | Spotless & Pristine
1.40911E+18,2,Cozy & Homey | Highly Walkable | Responsive & Clear | Spotless & Pristine | Fully Equipped
1.40953E+18,21,Prime Location | Highly Walkable | Cozy & Homey | Responsive & Clear | Modern & Updated
1.41189E+18,9,Cozy & Homey | Exceptional Host | Responsive & Clear | Spotless & Pristine | Value for Money
1.41618E+18,11,Cozy & Homey | Responsive & Clear | Highly Walkable | Prime Location | Climate Comfort
1.41731E+18,1,Prime Location | Cozy & Homey | Exceptional Host
1.41909E+18,7,Exceptional Host | Cozy & Homey | Responsive & Clear | Spotless & Pristine
1.41947E+18,2,Spotless & Pristine | Cozy & Homey
1.42213E+18,10,Fully Equipped | Responsive & Clear | Exceptional Host
1.42315E+18,17,Responsive & Clear | Cozy & Homey | Highly Walkable | Spotless & Pristine | Modern & Updated
1.4246E+18,1,Highly Walkable | Exceptional Host | Responsive & Clear | Fully Equipped | Value for Money
1.42463E+18,1,Spotless & Pristine
1.42604E+18,21,Cozy & Homey | Responsive & Clear | Exceptional Host | Historic Charm | Value for Money
1.42786E+18,21,Exceptional Host | Responsive & Clear | Cozy & Homey | Spacious & Bright | Spotless & Pristine
1.42802E+18,17,Prime Location | Highly Walkable | Exceptional Host | Responsive & Clear | Fully Equipped
1.43197E+18,5,Fully Equipped | Cozy & Homey | Historic Charm | Modern & Updated | Responsive & Clear
1.43253E+18,1,General Stay
1.43616E+18,1,Cozy & Homey | Work-Friendly
1.43701E+18,10,Cozy & Homey | Prime Location | Outdoor Oasis | Responsive & Clear | Highly Walkable
1.43924E+18,2,Exceptional Host
1.44004E+18,7,Exceptional Host | Fully Equipped | Highly Walkable | Cozy & Homey
1.44222E+18,6,Exceptional Host | Prime Location | Cozy & Homey | Highly Walkable
1.44455E+18,1,General Stay
1.44503E+18,10,Fully Equipped | Climate Comfort | Outdoor Oasis | Cozy & Homey | Exceptional Host
1.44726E+18,3,General Stay
1.45071E+18,2,General Stay
1.45104E+18,2,Modern & Updated
1.45207E+18,2,General Stay
1.45207E+18,2,Cozy & Homey
1.45373E+18,1,Cozy & Homey | Spotless & Pristine
1.45536E+18,8,Responsive & Clear | Exceptional Host | Spotless & Pristine
1.45567E+18,6,Prime Location | Highly Walkable | Exceptional Host
1.45568E+18,3,Value for Money
1.45568E+18,3,Highly Walkable | Value for Money
1.45589E+18,6,Exceptional Host | Cozy & Homey | Outdoor Oasis | Fully Equipped
1.45798E+18,40,Cozy & Homey | Prime Location | Fully Equipped | Spotless & Pristine | Highly Walkable
1.45817E+18,7,Climate Comfort | Cozy & Homey | Modern & Updated | Fully Equipped | Prime Location
1.4595E+18,10,Exceptional Host | Responsive & Clear | Cozy & Homey | Value for Money | Spotless & Pristine
1.46611E+18,2,General Stay
1.46973E+18,1,General Stay
1.4724E+18,5,Spotless & Pristine | Exceptional Host | Cozy & Homey | Artistic & Curated | Modern & Updated
1.47548E+18,3,Exceptional Host | Fully Equipped
1.47556E+18,10,Highly Walkable | Outdoor Oasis | Fully Equipped | Prime Location | Spotless & Pristine
1.47637E+18,9,Fully Equipped | Prime Location | Spacious & Bright | Historic Charm | Exceptional Host
1.47718E+18,1,Highly Walkable | Spacious & Bright | Exceptional Host
1.47792E+18,18,Cozy & Homey | Responsive & Clear | Exceptional Host | Outdoor Oasis | Highly Walkable
1.47848E+18,1,Prime Location | Value for Money
1.48149E+18,26,Cozy & Homey | Spotless & Pristine | Responsive & Clear | Exceptional Host | Modern & Updated
1.4815E+18,20,Cozy & Homey | Responsive & Clear | Exceptional Host | Fully Equipped | Modern & Updated
1.4815E+18,30,Cozy & Homey | Spotless & Pristine | Exceptional Host | Responsive & Clear | Prime Location
1.48331E+18,5,Fully Equipped | Responsive & Clear
1.48412E+18,2,Spotless & Pristine | Highly Walkable
1.48494E+18,2,Spacious & Bright | Fully Equipped
1.48564E+18,19,Cozy & Homey | Exceptional Host | Prime Location | Responsive & Clear | Spotless & Pristine
1.48574E+18,5,Exceptional Host | Cozy & Homey | Prime Location | Spotless & Pristine
1.48918E+18,9,Fully Equipped | Artistic & Curated | Exceptional Host | Responsive & Clear | Highly Walkable
1.48997E+18,2,Exceptional Host
1.49138E+18,2,Cozy & Homey | Highly Walkable | Responsive & Clear | Fully Equipped | Prime Location
1.4929E+18,1,Exceptional Host
1.49571E+18,3,Spacious & Bright | Fully Equipped | Outdoor Oasis
1.4958E+18,1,General Stay
1.498E+18,8,Prime Location | Cozy & Homey | Highly Walkable | Fully Equipped | Spacious & Bright
1.49934E+18,2,Prime Location
1.49936E+18,2,Prime Location
1.50003E+18,7,Prime Location | Cozy & Homey | Fully Equipped | Responsive & Clear | Spotless & Pristine
1.50004E+18,9,Spotless & Pristine | Spacious & Bright | Responsive & Clear | Exceptional Host | Cozy & Homey
1.50078E+18,12,Cozy & Homey | Responsive & Clear | Safe & Quiet | Prime Location
1.50229E+18,3,General Stay
1.50367E+18,1,General Stay
1.50834E+18,15,Spotless & Pristine | Prime Location | Fully Equipped | Exceptional Host | Highly Walkable
1.50882E+18,1,Cozy & Homey
1.50897E+18,1,General Stay
1.5123E+18,4,Spotless & Pristine | Historic Charm | Cozy & Homey | Exceptional Host | Responsive & Clear
1.5155E+18,4,Cozy & Homey | Outdoor Oasis | Spacious & Bright | Responsive & Clear | Prime Location
1.51706E+18,1,Exceptional Host | Responsive & Clear
1.51737E+18,1,Highly Walkable | Prime Location | Cozy & Homey | Spotless & Pristine | Exceptional Host
1.51838E+18,6,Prime Location | Responsive & Clear | Cozy & Homey
1.52321E+18,2,Prime Location | Spacious & Bright | Exceptional Host | Responsive & Clear | Fully Equipped
1.53135E+18,1,Prime Location | Responsive & Clear | Fully Equipped
1.53659E+18,1,Modern & Updated | Exceptional Host | Fully Equipped
